Actual_quantity,Country,Created_date,Invoice_date,Master_data,Old_SKU_name,Requested_date,SKU_number,Shipped_date,Supplier
1,Belgium,28/03/2019,28/03/2019,,Rear Carrier for Ahooga Folding B i k e,28/03/2019,AH-POW-ACC-CARRIER,28/03/2019,
1,Belgium,18/07/2019,18/07/2019,,Mirror,18/07/2019,901/1,18/07/2019,BUSCH &amp; MULLER
1,Belgium,17/07/2019,17/07/2019,,BIKE SHIPPING BE,17/07/2019,SHIPPING BE,17/07/2019,DPD
1,Belgium,02/03/2019,02/03/2019,,Finish Line Cleaner and Lubricant,02/03/2019,FI254,02/03/2019,HARTJE
1,Belgium,29/05/2019,29/05/2019,,Transport Cover,29/05/2019,TRANSPORT COVER,29/05/2019,RADICAL DESIGN
1,Belgium,19/01/2019,19/01/2019,,Ahooga Folding Bike - Power+ - OMG Silver (Currently 10-12 weeks),19/01/2019,AH-FOL-POW,19/01/2019,
1,Belgium,28/03/2019,28/03/2019,,BEBAT Main battery,28/03/2019,BEBAT1,28/03/2019,
1,Belgium,15/07/2019,15/07/2019,,Abus Lock Iven 8210/110,15/07/2019,303647,15/07/2019,AGU
1,Belgium,14/03/2019,14/03/2019,,"Marketing Kit (Brochures, Roll up, Sweathsirt)",14/03/2019,Marketing Kit,14/03/2019,
1,Belgium,16/05/2019,16/05/2019,,Ahooga Folding Bike - Power+ - OMG Silver (Currently 10-12 weeks),16/05/2019,AH-FOL-POW,16/05/2019,
1,Belgium,25/05/2019,25/05/2019,,Ahooga Folding Bike - Power+ - OMG Silver (Currently 10-12 weeks),25/05/2019,AH-FOL-POW,25/05/2019,
1,Belgium,15/04/2019,15/04/2019,,Twist & Lock,15/04/2019,AH-FOL-TWISTANDLOCK,15/04/2019,UBW ZRT
,,,,['recKbFXs3UwIQ7MF1'],,,Vaude bike city GREY,,
1,Belgium,06/06/2019,06/06/2019,,Small Goods Shipping,06/06/2019,SHIPPING SMALL PARCEL,06/06/2019,DPD
,,,,['rec6oWQnWXH6OVqMb'],,,CUSTOM COLOR- Brushed Aluminium (stock),,
,,,,['reccV9IifJvOQFpF9'],,,GLOVES ESSENTIAL THERMO WINDPROOF M,,
,,,,['recLtfYodIoMCSnGB'],,,Guidon de ville,,
1,Belgium,18/05/2019,18/05/2019,,"Front & Rear Carriers (incl pegs, cushion, stand) for Ahooga Modular B i k e",18/05/2019,AH-MOD-ACC-RACK-PACK-50kg,18/05/2019,
1,France,06/05/2019,06/05/2019,,Vario Rack,06/05/2019,414071,06/05/2019,AGU
1,Belgium,25/02/2019,25/02/2019,,BIKE SHIPPING BE,25/02/2019,SHIPPING BE,25/02/2019,DPD
,,,,['recKTghx4QpsDYnur'],,,Warranty extension PUSH (+2 years on components),,
,,,,['rec99iNnBe8HsofvA'],,,3 with Extra long seatpost,,
1,Belgium,10/04/2019,10/04/2019,,Pump Joeblow Max HP BLACK,10/04/2019,TO6079.BLK,10/04/2019,NOWCOMPANY
1,Germany,30/04/2019,30/04/2019,,Hybrid Battery 24V/7Ah UPGRADE,30/04/2019,AH-FOL-HYB-BAT-7Ah UPGRADE,30/04/2019,UBW ZRT
1,Belgium,06/06/2019,06/06/2019,,Maintenance Pack : BASIC,06/06/2019,SAV Basic,06/06/2019,
1,Belgium,15/01/2019,15/01/2019,,BEBAT Main battery,15/01/2019,BEBAT1,15/01/2019,
1,Belgium,30/04/2019,30/04/2019,,Hybrid Battery 24V/4.4Ah,30/04/2019,AH-FOL-HYB-BAT-24V-4.4AH,30/04/2019,Greenway
1,Belgium,02/07/2019,02/07/2019,,Ahooga Battery Charger,02/07/2019,A1-4006,02/07/2019,UBW
1,Belgium,18/05/2019,18/05/2019,,Helmet Torch - T2 Midnight Edition,18/05/2019,TORCH MIDNIGHT,18/05/2019,ROOL IN
,,,,['reciWlX7YMltAuT67'],,,"Scientia saddle BLACK, Blinder Mini Niner",,
,,,,['reclXJgimazp3aLso'],,,Blinder mini niner front,,
,,,,,,,"VELO OCCASION - HORS MARGE  eBike caliper marathon+ 4,4Ah batteryWHITE MAT, dark grey decal, black grips and saddle(for Belgium ONLY: BEBAT included)",,
1,Belgium,13/06/2019,13/06/2019,,Klickfix Stem/Caddy,13/06/2019,414096,13/06/2019,AGU
1,Belgium,29/04/2019,29/04/2019,,HYBRID CUSTOM COLOR  - Brushed Aluminium (6-10 weeks),29/04/2019,AH-FOL-COLOR CUSTOM  RAW,29/04/2019,
1,Belgium,15/07/2019,15/07/2019,,FINN,15/07/2019,129426,15/07/2019,AGU
1,Belgium,10/01/2019,10/01/2019,,Ortlieb front ROLLER CITY (PAIR) 25L,10/01/2019,ORTLIEB SMALL - F6002,10/01/2019,
1,Belgium,25/03/2019,25/03/2019,,Ahooga Folding Bike - Push/Essential - White Sunrise,25/03/2019,AH-FOL-PUSH ESS,25/03/2019,
1,France,27/06/2019,27/06/2019,,"Front & Rear Carriers (incl pegs, cushion, stand) for Ahooga Modular B i k e",27/06/2019,AH-MOD-ACC-RACK-PACK-50kg,27/06/2019,
1,Germany,11/07/2019,11/07/2019,,Reconditionning 24V 5.8Ah (transport included),11/07/2019,AH-FOL-HYB-DOCTI 24V 5.8Ah,11/07/2019,DoctiBike
,,,,['recI9QItJky6zN3Zn'],,,"DISC Push Bike marathon+ CHROME GLOSSY, dark grey decal, black grip and saddle",,
1,Belgium,28/01/2019,28/01/2019,,BIKE SHIPPING BE,28/01/2019,SHIPPING BE,28/01/2019,DPD
1,Belgium,11/03/2019,11/03/2019,,HYBRID CUSTOM COLOR - Vintage Blue (6-10 weeks),11/03/2019,AH-FOL-COLOR CUSTOM RAL 6027 GLOSSY,11/03/2019,
,,,,['recRWe3spgP4TCOoK'],,,Palett Shipping within EU,,
1,Belgium,31/05/2019,31/05/2019,,Modular - rear carrier + stand,31/05/2019,AH-MOD-ACC-HALF-RACK,31/05/2019,
1,Belgium,03/06/2019,03/06/2019,,BEBAT Main battery,03/06/2019,BEBAT1,03/06/2019,
,,,,['reccwXf3Q77TUbUi9'],,,&amp;quot;String&amp;quot; 10 x 1000 mm (Black) - MODULAR carrier,,
1,Belgium,25/05/2019,25/05/2019,,Ahooga Folding Bike - Power+ - OMG Silver (Currently 10-12 weeks),25/05/2019,AH-FOL-POW,25/05/2019,
,,,,['recaKSHtUIlT85QdJ'],,,"eBike caliper marathon+ 4,4Ah batteryCUSTOM RAL 6011 glossy, decal dark, grip and saddle TBC",,
1,Belgium,04/01/2019,04/01/2019,,Ahooga 1 Inner Tire,04/01/2019,A1-2012,04/01/2019,AGU
1,Belgium,23/03/2019,23/03/2019,,ABUS Bordo Ugrip 5700/80,23/03/2019,303737,23/03/2019,AGU
2,Belgium,03/04/2019,03/04/2019,,Rear Carrier for Ahooga Folding B i k e,03/04/2019,AH-POW-ACC-CARRIER,03/04/2019,
,,,,['recFZWKhmJ2ES2cIN'],,,"DISC eBike marathon+ 4,4Ah battery CUSTOM RAL 5021 Mat, White Decal, grip and saddle TBC(for Belgium ONLY: BEBAT included)",,
1,Belgium,20/03/2019,20/03/2019,,Modular - rear carrier + stand,20/03/2019,AH-MOD-ACC-HALF-RACK,20/03/2019,
1,Belgium,26/07/2019,26/07/2019,,Ahooga Modular Bike - 36V - 3S (10 weeks),26/07/2019,AH-MOD-36V-3S,26/07/2019,
1,Belgium,05/06/2019,05/06/2019,,Custom Color (6-10 weeks),05/06/2019,AH-FOL-CUSTOM RAL,05/06/2019,
,,,,['rec226zBDLT3ikUtE'],,,Warranty extension 1 year,,
2,Belgium,29/04/2019,29/04/2019,,BEBAT Main battery,29/04/2019,BEBAT1,29/04/2019,
1,Belgium,06/06/2019,06/06/2019,,Ahooga Modular Bike - 36V - 8S (4-8 weeks),06/06/2019,AH-MOD-36V-8S,06/06/2019,
1,Belgium,01/08/2019,01/08/2019,,BEBAT Main battery,01/08/2019,BEBAT1,01/08/2019,
1,Belgium,01/08/2019,01/08/2019,,HYBRID CUSTOM COLOR  RAL TBC FINISH TBC (6-10 weeks),01/08/2019,AH-FOL-COLOR CUSTOM  RAL TBC FINSIH TBC,01/08/2019,
,,,,['rec4tGkXoKsPMAQ6p'],,,BROWN SPORTY Saddle,,
1,Netherlands,24/07/2019,24/07/2019,,"Front & Rear Carriers (incl pegs, cushion, stand) for Ahooga Modular B i k e",24/07/2019,AH-MOD-ACC-RACK-PACK-50kg,24/07/2019,
2,Belgium,15/02/2019,15/02/2019,,BEBAT Lights,15/02/2019,BEBAT2,15/02/2019,
1,Belgium,04/01/2019,04/01/2019,,"eBike caliper marathon+ 4,4Ah battery  CHROME GLOSSY, dark grey decal, black grip and saddle  (for Belgium ONLY: BEBAT included)",04/01/2019,eB-C-M+ 4.4 CHROME,04/01/2019,Ahooga Sprl
1,Belgium,16/01/2019,16/01/2019,,Ahooga 1 Elec Cable SHORT,16/01/2019,A1-4003 short,16/01/2019,UBW
1,United Kingdom,02/05/2019,02/05/2019,,Small Goods Shipping,02/05/2019,SHIPPING SMALL PARCEL,02/05/2019,DPD
1,Belgium,07/06/2019,07/06/2019,,Modular Heads UP,07/06/2019,AH-MOD-ACC-HEADS UP,07/06/2019,BLB
6,Belgium,22/01/2019,22/01/2019,,BIKE SHIPPING BE,22/01/2019,SHIPPING BE,22/01/2019,DPD
1,Belgium,16/02/2019,16/02/2019,,Ahooga Folding Bike - Push/Essential - White Sunrise,16/02/2019,AH-FOL-PUSH ESS,16/02/2019,
3,Belgium,27/06/2019,27/06/2019,,Transport Cover,27/06/2019,TRANSPORT COVER,27/06/2019,RADICAL DESIGN
,,,,['rec5Qp0puocUm8WNI'],,,FLECTR ZERO,,
1,Belgium,03/04/2019,03/04/2019,,"Push Bike caliper marathon+ ANTHRACITE MAT, white decal, brown grip and saddle",03/04/2019,Push B-C-M+ ANTHRACITE,03/04/2019,Ahooga Sprl
1,Belgium,31/05/2019,31/05/2019,,Folding B i k e Disc Brakes Option (6-10 weeks),31/05/2019,AH-FOL-DISC BRAKE,31/05/2019,
1,Belgium,30/03/2019,30/03/2019,,Ahooga Folding Bike - Hybrid/Comfort+ - Wall Mc Blue,30/03/2019,AH-FOL-HYB COMFORT,30/03/2019,
,,,,['recdGmjvpbGNJ9g2a'],,,"Push Bike caliper marathon+ CUSTOM RAL 6002 glossy, decal white, grip and saddle brown",,
1,Belgium,26/07/2019,26/07/2019,,Maintenance Pack : BASIC,26/07/2019,SAV Basic,26/07/2019,
1,Belgium,27/06/2019,27/06/2019,,HYBRID CUSTOM COLOR  RAL TBC FINISH TBC (6-10 weeks),27/06/2019,AH-FOL-COLOR CUSTOM  RAL TBC FINSIH TBC,27/06/2019,
2,Belgium,08/02/2019,08/02/2019,,Ahooga 1 Folding Stem,08/02/2019,A1-6001,08/02/2019,UBW ZRT
1,Belgium,03/06/2019,03/06/2019,,Ahooga Folding Bike - Hybrid/Light+ - All Black,03/06/2019,AH-FOL-HYB LIGHT,03/06/2019,
,,,,['recNFXb5IbiwOjArd'],,,"eBike caliper marathon+ 4,4Ah batteryWHITE MAT, dark grey decal, brown grip and saddle(for Belgium ONLY: BEBAT included)",,
1,Belgium,14/03/2019,14/03/2019,,Selle Royale Scientia M2,14/03/2019,Scientia M2,14/03/2019,SELLE ROYAL
1,Belgium,01/08/2019,01/08/2019,,Shopper Plus BLACK,01/08/2019,0300bs,01/08/2019,AGU
1,Belgium,19/03/2019,19/03/2019,,Abus Lock Iven 8210/110,19/03/2019,303647,19/03/2019,AGU
1,Belgium,28/03/2019,28/03/2019,,BEBAT Main battery,28/03/2019,BEBAT1,28/03/2019,
1,Belgium,01/08/2019,01/08/2019,,Ahooga Folding Bike - Hybrid/Style+ - Jaw Drop Charcoal,01/08/2019,AH-FOL-HYB STYLE,01/08/2019,
,,,,['recxqqFZChl6quSp3'],,,"eBike caliper marathon+ 4,4Ah batteryCUSTOM RAL 7013 Brown grey GLOSSY, decal TBC, grip and saddle TBC",,
1,Germany,06/05/2019,06/05/2019,,Ahooga 1 Elec Display,06/05/2019,A1-4002,06/05/2019,UBW ZRT
-1,Belgium,24/05/2019,24/05/2019,,BROWN COMFY Saddle,24/05/2019,A1-7006,24/05/2019,UBW
1,Germany,15/02/2019,15/02/2019,,Rear Carrier for Ahooga Folding B i k e,15/02/2019,AH-POW-ACC-CARRIER,15/02/2019,
1,Belgium,28/03/2019,28/03/2019,,Hybrid Battery 24V/7Ah UPGRADE,28/03/2019,AH-FOL-HYB-BAT-7Ah UPGRADE,28/03/2019,UBW ZRT
,,,,['rec3RKK1r4wmjFhwP'],,,Custom color (RAL 3003 ruby red glossy black decal),,
1,Belgium,09/03/2019,09/03/2019,,Ahooga 1 Front Wheel,09/03/2019,A1-2016,09/03/2019,UBW ZRT
,,,,['recMSjPINpjr4Nyp2'],,,"DISC eBike marathon+ 4,4Ah battery CUSTOM RAL 1018 MAT, decal Dark, grip and saddle Black(for Belgium ONLY: BEBAT included)",,
,,,,['recjDByQPk9krKRJj'],,,Custom Color OMG Silver (6-10 weeks),,
"0,5",Belgium,17/07/2019,17/07/2019,,Ortlieb front ROLLER CITY (PAIR) 25L,17/07/2019,ORTLIEB SMALL - F6002,17/07/2019,
1,France,01/03/2019,01/03/2019,,Hybrid Battery 24V/7Ah,01/03/2019,AH-FOL-HYB-BAT-24V-7AH,01/03/2019,Greenway
,,,,['reciRioSWIVBytq9m'],,,Ahooga Folding Bike - Power+ - (delivery Q2 2019),,
1,Belgium,05/07/2019,05/07/2019,,BEBAT Main battery,05/07/2019,BEBAT1,05/07/2019,
1,Belgium,04/07/2019,04/07/2019,,MODULAR QIBBEL REAR BLACK (9 month to 6 years - max  22 kg),04/07/2019,132002,04/07/2019,AGU
1,Belgium,28/02/2019,28/02/2019,,Ortlieb front ROLLER CITY (PAIR) 25L,28/02/2019,ORTLIEB SMALL - F6002,28/02/2019,
,,,,['recf1E5dcjEHiR6vN'],,,Disc rotor 140 mm,,
1,Belgium,14/03/2019,14/03/2019,,ABUS Bordo Ugrip 5700/80,14/03/2019,303737,14/03/2019,AGU
1,Belgium,08/06/2019,08/06/2019,,Ahooga Modular Bike - 36V - 8S (4-8 weeks),08/06/2019,AH-MOD-36V-8S,08/06/2019,
1,Belgium,27/03/2019,27/03/2019,,BROWN COMFY Saddle,27/03/2019,A1-7006,27/03/2019,UBW
1,Belgium,19/06/2019,19/06/2019,,Ahooga Folding Bike - Power+ - OMG Silver (Currently 10-12 weeks),19/06/2019,AH-FOL-POW,19/06/2019,
1,France,04/06/2019,04/06/2019,,"Front & Rear Carriers (incl pegs, cushion, stand) for Ahooga Modular B i k e",04/06/2019,AH-MOD-ACC-RACK-PACK-50kg,04/06/2019,
,,,,['recxUB87qffDvOs9Q'],,,Ahooga 1 Brown Grips (pair),,
1,Belgium,25/05/2019,25/05/2019,,Ahooga Folding Bike - Hybrid/Comfort+ - Wall Mc Blue,25/05/2019,AH-FOL-HYB COMFORT,25/05/2019,
1,Belgium,28/03/2019,28/03/2019,,Ahooga Folding Bike - Push/Comfort+ - Wall Mc Blue,28/03/2019,AH-FOL-PUSH COMFORT,28/03/2019,
1,Belgium,28/03/2019,28/03/2019,,Ahooga 1 Crank,28/03/2019,A1-5006,28/03/2019,UBW ZRT
1,Belgium,16/03/2019,16/03/2019,,Backpack SPORT BLACK,16/03/2019,413231,16/03/2019,AGU
10,Belgium,01/02/2019,01/02/2019,,Ahooga 1 Derailleur Hanger,01/02/2019,A1-1007,01/02/2019,UBW ZRT
1,France,10/05/2019,10/05/2019,,Ahooga Folding Bike - Hybrid/Style+ - Jaw Drop Charcoal,10/05/2019,AH-FOL-HYB STYLE,10/05/2019,
1,Spain,11/02/2019,11/02/2019,,BROWN COMFY Saddle,11/02/2019,A1-7006,11/02/2019,UBW
1,Belgium,24/05/2019,24/05/2019,,Ahooga Folding Bike - Power+ - OMG Silver (Currently 10-12 weeks),24/05/2019,AH-FOL-POW,24/05/2019,
,,,,['rechrx9PMIl1WIZ1V'],,,Replacement REAR inner tire,,
1,Belgium,16/07/2019,16/07/2019,,Custom Color (6-10 weeks),16/07/2019,AH-FOL-CUSTOM RAL,16/07/2019,
1,Belgium,03/04/2019,03/04/2019,,Small Goods Shipping,03/04/2019,SHIPPING SMALL PARCEL,03/04/2019,DPD
,,,,['rec8nlgNBDdYiFxkU'],,,Custom Color (6-10 weeks) - JawDrop Charcoal Standard,,
1,Belgium,14/03/2019,14/03/2019,,Ahooga Folding Bike - Push/Essential - White Sunrise,14/03/2019,AH-FOL-PUSH ESS,14/03/2019,
,,,,['recS0gNCiSa1aucJj'],,,Upgrade Marathon Plus,,
,,,,['recwBBmzAvdDb8VYr'],,,"Selle Royale Scientia M2, Blinder Mini Niner",,
,,,,['rec2HNrXUV1uuuHZl'],,,Burley Travoy UPPER BAG,,
1,Belgium,04/06/2019,04/06/2019,,BEBAT Main battery,04/06/2019,BEBAT1,04/06/2019,
1,Belgium,22/05/2019,22/05/2019,,Ahooga Folding Bike - Power+ - OMG Silver (Currently 10-12 weeks),22/05/2019,AH-FOL-POW,22/05/2019,
,,,,['reclcqy4zdTqXMDVX'],,,CUSTOM COLOR RAL 6027,,
1,Belgium,09/07/2019,09/07/2019,,Ahooga 1 Sleeve,09/07/2019,A1-7001,09/07/2019,UBW ZRT
1,Belgium,03/06/2019,03/06/2019,,Ahooga Folding Bike - Hybrid/Comfort+ - Wall Mc Blue,03/06/2019,AH-FOL-HYB COMFORT,03/06/2019,
1,Belgium,25/07/2019,25/07/2019,,AH1 Bumper Urethane,25/07/2019,AH-1004B,25/07/2019,UBW
1,Belgium,27/06/2019,27/06/2019,,Riser handlebar 70mm,27/06/2019,AH-MOD-ACC-RIS70,27/06/2019,
1,Belgium,24/04/2019,24/04/2019,,BEBAT Main battery,24/04/2019,BEBAT1,24/04/2019,
1,Belgium,27/06/2019,27/06/2019,,BEBAT Lights,27/06/2019,BEBAT2,27/06/2019,
1,Belgium,07/05/2019,07/05/2019,,Labor,07/05/2019,SER-LAB,07/05/2019,Ahooga Sprl
1,Belgium,08/05/2019,08/05/2019,,Ahooga Folding Bike - Hybrid/Style+ - Jaw Drop Charcoal,08/05/2019,AH-FOL-HYB STYLE,08/05/2019,
1,Belgium,31/07/2019,31/07/2019,,BEBAT Main battery,31/07/2019,BEBAT1,31/07/2019,
1,Belgium,09/02/2019,09/02/2019,,Maintenance Pack: BASIC+,09/02/2019,SAV Basic+,09/02/2019,
,,,,['recd1f4xAI3LBysMK'],,,"eBike caliper marathon+ 4,4Ah batteryBLACK GLOSSY, white decal, brown grip and saddle(for Belgium ONLY: BEBAT included)",,
,,,,['rec8zv2WEaoBuWAK5'],,,HYBRID CUSTOM COLORRAL9005 glossy,,
1,Belgium,18/07/2019,18/07/2019,,BIKE SHIPPING DE,18/07/2019,SHIPPING DE,18/07/2019,DPD
1,Belgium,29/03/2019,29/03/2019,,Twist & Lock,29/03/2019,AH-FOL-TWISTANDLOCK,29/03/2019,UBW ZRT
,,,,['recUD2YLHtrnB4rvp'],,,Blinder MOB Four Eyes Twinpack (80 lumens),,
1,Belgium,04/06/2019,04/06/2019,,Abus Lock Iven 8210/110,04/06/2019,303647,04/06/2019,AGU
-1,Belgium,27/04/2019,27/04/2019,,VINCITA SHOPPER,27/04/2019,IAG-B016AH-BL,27/04/2019,
1,Ireland,06/03/2019,06/03/2019,,BIKE SHIPPING IE,06/03/2019,BIKE-SHIPPING-IE,06/03/2019,
,,,,['rec3JMlSeeitzKnQX'],,,Shopper Bag Pro Black,,
1,Belgium,26/03/2019,26/03/2019,,Ahooga 1 Brown Grips,26/03/2019,A1-6007,26/03/2019,UBW
1,Belgium,17/05/2019,17/05/2019,,Ahooga 1 Inner Tire,17/05/2019,A1-2012,17/05/2019,AGU
1,Belgium,10/05/2019,10/05/2019,,BEBAT Lights,10/05/2019,BEBAT2,10/05/2019,
1,Belgium,30/06/2019,30/06/2019,,CUSTOM COLOR  - Brushed Aluminium (6-10 weeks),30/06/2019,AH-FOL-CUSTOM COLOR  RAW,30/06/2019,
1,Belgium,28/05/2019,28/05/2019,,Ahooga Folding Bike - Hybrid/Essential - White Sunrise,28/05/2019,AH-FOL-HYB ESS,28/05/2019,
,,,,['rec0S0uJbDLGqzXzK'],,,Ahooga Folding Hybrid Comfort+ White Sunrise - 2nd hand,,
1,Belgium,12/04/2019,12/04/2019,,Twist & Lock,12/04/2019,AH-FOL-TWISTANDLOCK,12/04/2019,UBW ZRT
1,Belgium,05/06/2019,05/06/2019,,Upgrade Marathon Plus,05/06/2019,AH-FOL-OPT-MAR+,05/06/2019,
,,,,['recPj9p1ecvpH3R7F'],,,Custom Color Vintage Blue,,
1,Belgium,26/03/2019,26/03/2019,,Ahooga 1 Derailleur Cable - 3000 mm,26/03/2019,A1-5011,26/03/2019,UBW
1,Belgium,23/05/2019,23/05/2019,,Ahooga Folding Bike - Hybrid/Style+ - Jaw Drop Charcoal,23/05/2019,AH-FOL-HYB STYLE,23/05/2019,
,,,,['recRCU24wzZTnBWMU'],,,Ahooga Folding Bike - Power+(delivery Q2 2019),,
1,France,03/06/2019,03/06/2019,,Small Goods Shipping,03/06/2019,SHIPPING SMALL PARCEL,03/06/2019,DPD
1,Belgium,20/07/2019,20/07/2019,,Maintenance Pack: BASIC+,20/07/2019,SAV Basic+,20/07/2019,
1,Belgium,24/04/2019,24/04/2019,,BLACK COMFY Saddle,24/04/2019,A1-7007,24/04/2019,UBW
1,Belgium,09/05/2019,09/05/2019,,Ahooga 1 Crank Arm Left,09/05/2019,A1-5007,09/05/2019,UBW
4,Belgium,21/02/2019,21/02/2019,,Ahooga Folding Bike - Push/Essential - White Sunrise,21/02/2019,AH-FOL-PUSH ESS,21/02/2019,
1,Belgium,16/05/2019,16/05/2019,,Abus Lock Iven 8210/110,16/05/2019,303647,16/05/2019,AGU
1,Belgium,01/08/2019,01/08/2019,,BEBAT Lights,01/08/2019,BEBAT2,01/08/2019,
,,,,['recCZezPEyrcelWA3'],,,Ahooga Folding Bike - Power+ - OMG Silver,,
1,Belgium,27/06/2019,27/06/2019,,Ahooga Modular Bike - 36V - 8S (4-8 weeks),27/06/2019,AH-MOD-36V-8S,27/06/2019,
1,Belgium,16/05/2019,16/05/2019,,Ahooga Folding Bike - Power+ - OMG Silver (Currently 10-12 weeks),16/05/2019,AH-FOL-POW,16/05/2019,
,,,,['recQfhBiVsHGcNBrW'],,,Ahooga 1 Rear E-Wheel without motor,,
1,Germany,08/02/2019,08/02/2019,,Ahooga 1 Elec Display,08/02/2019,A1-4002,08/02/2019,UBW ZRT
,,,,['recK44OBGnNRumsak'],,,CUSTOM COLOR : Jaw Drop charcoal,,
2,Belgium,29/04/2019,29/04/2019,,BEBAT Lights,29/04/2019,BEBAT2,29/04/2019,
,,,,['recPPWRAGVwo2E82Q'],,,CUSTOM COLORRAL GRAPHITE BLACK MAT (same as modular) No Logo,,
1,Belgium,03/07/2019,03/07/2019,,Abus Lock Iven 8210/110,03/07/2019,303647,03/07/2019,AGU
1,Belgium,30/07/2019,30/07/2019,,Ahooga Folding Bike - Hybrid/Essential - White Sunrise,30/07/2019,AH-FOL-HYB ESS,30/07/2019,
1,Belgium,08/06/2019,08/06/2019,,Carrying Handle Farher,08/06/2019,640757,08/06/2019,FAHRER
1,Belgium,16/01/2019,16/01/2019,,"Essential eBike caliper kojak 4,4Ah battery BLACK GLOSSY, white decal, black grip and saddle  (for Belgium ONLY: BEBAT included)",16/01/2019,eB-C-K 4.4 ESS BLACK,16/01/2019,Ahooga Sprl
,,,,['recWZ5tXV9EbnMkSn'],,,"DISC eBike marathon+ 4,4Ah battery CUSTOM RAL5001 MAT, Dark grey decal TBC, grip and saddle TBC(for Belgium ONLY: BEBAT included)",,
1,Belgium,08/05/2019,08/05/2019,,Shopper Plus BLACK,08/05/2019,0300bs,08/05/2019,AGU
1,Belgium,04/06/2019,04/06/2019,,Ahooga 1 Rear Frame,04/06/2019,A1-1002,04/06/2019,UBW
,,,,['recDbPbmOq8Fapm6k'],,,Replacement inner tire,,
,,,,['recWau5IaNYPHhMkk'],,,Ahooga Folding Bike Power+ OMG Silver (6-10 weeks),,
,,,,['recxTQ0b8HSb0j3RB'],,,Ahooga 1 Fork copper mat,,
,,,,['rec0NRFymbJraVOgx'],,,Ahooga Folding Bike - Hybrid/Essential(Stock),,
1,Belgium,04/01/2019,04/01/2019,,Selle Royale Scientia M2,04/01/2019,Scientia M2,04/01/2019,SELLE ROYAL
1,Belgium,28/03/2019,28/03/2019,,Labor,28/03/2019,SER-LAB,28/03/2019,Ahooga Sprl
,,,,['recyh6V9lh0CQtNR7'],,,Tyke Toter Child Seat,,
1,Belgium,04/06/2019,04/06/2019,,BIKE SHIPPING BE,04/06/2019,SHIPPING BE,04/06/2019,DPD
1,Belgium,01/03/2019,01/03/2019,,BEBAT Main battery,01/03/2019,BEBAT1,01/03/2019,
1,Belgium,17/05/2019,17/05/2019,,Ahooga Modular Bike - 36V - 3S (10 weeks),17/05/2019,AH-MOD-36V-3S,17/05/2019,
,,,,['recsmImjQPAQvVjJW'],,,SMALL Wheel + screw,,
2,Belgium,16/05/2019,16/05/2019,,Ahooga Modular Bike - 36V - 8S (4-8 weeks),16/05/2019,AH-MOD-36V-8S,16/05/2019,
,,,,['recOl5z3SZaZLjBMM'],,,Allegra BLACK,,
1,Belgium,24/07/2019,24/07/2019,,BIKE SHIPPING BE,24/07/2019,SHIPPING BE,24/07/2019,DPD
1,Belgium,28/03/2019,28/03/2019,,HYBRID CUSTOM COLOR  RAL TBC FINISH TBC (6-10 weeks),28/03/2019,AH-FOL-COLOR CUSTOM  RAL TBC FINSIH TBC,28/03/2019,
1,Belgium,13/06/2019,13/06/2019,,"Front & Rear Carriers (incl pegs, cushion, stand) for Ahooga Modular B i k e",13/06/2019,AH-MOD-ACC-RACK-PACK-50kg,13/06/2019,
1,Belgium,14/02/2019,14/02/2019,,FINN,14/02/2019,129426,14/02/2019,AGU
1,Belgium,05/07/2019,05/07/2019,,Ahooga 1 Inner Tire,05/07/2019,A1-2012,05/07/2019,AGU
1,Belgium,21/06/2019,21/06/2019,,Small Goods Shipping,21/06/2019,SHIPPING SMALL PARCEL,21/06/2019,DPD
1,Belgium,07/05/2019,07/05/2019,,Folding B i k e Disc Brakes Option (6-10 weeks),07/05/2019,AH-FOL-DISC BRAKE,07/05/2019,
2,Belgium,25/03/2019,25/03/2019,,ABUS Bordo Ugrip 5700/80,25/03/2019,303737,25/03/2019,AGU
1,Belgium,28/06/2019,28/06/2019,,"""String"" 10 x 1000 mm (Black) - MODULAR carrier",28/06/2019,0.338.768/5,28/06/2019,HARTJE
1,Belgium,21/05/2019,21/05/2019,,Custom color,21/05/2019,AH-POW-COL,21/05/2019,
1,Belgium,29/06/2019,29/06/2019,,Pure WASH,29/06/2019,3401,29/06/2019,Weldtite
1,Belgium,19/04/2019,19/04/2019,,Ahooga Folding Bike - Hybrid/Essential - White Sunrise,19/04/2019,AH-FOL-HYB ESS,19/04/2019,
1,Belgium,05/07/2019,05/07/2019,,"Space Saver Pack (Stem Twist, Clip off pedals, Mudguards, Lights)",05/07/2019,AH-MOD-ACC-SPACE-SAVER,05/07/2019,
1,Belgium,06/04/2019,06/04/2019,,Carrying Handle Farher,06/04/2019,640757,06/04/2019,FAHRER
1,Belgium,18/07/2019,18/07/2019,,BEBAT Main battery,18/07/2019,BEBAT1,18/07/2019,
,,,,['reckzmPMptghWWdrN'],,,Ahooga 1 Big Bumper PIN,,
1,Belgium,31/05/2019,31/05/2019,,ASS SAVER WIDE BLACK,31/05/2019,121385,31/05/2019,AGU
,,,,['reca97lBe4kpassvy'],,,Ahooga Folding Bike -Jaw Drop Charcoal -(6-10 weeks),,
,,,,['recfXQqxsXOtvqglp'],,,Mirror(côté gauche),,
