Actual_quantity,Country,Created_date,Invoice_date,Master_data,Old_SKU_name,Requested_date,SKU_number,Shipped_date,Supplier
1,Belgium,17/07/2019,17/07/2019,,Ahooga Folding Bike - Hybrid/Light+ - All Black,17/07/2019,AH-FOL-HYB LIGHT,17/07/2019,
2,France,27/06/2019,27/06/2019,,Ahooga 1 Battery Holder,27/06/2019,A1-4005,27/06/2019,UBW ZRT
1,Belgium,24/04/2019,24/04/2019,,BEBAT Main battery,24/04/2019,BEBAT1,24/04/2019,
1,Belgium,25/06/2019,25/06/2019,,Reconditioning 24V from 4.4Ah to 8.7Ah (transport included),25/06/2019,AH-FOL-HYB-DOCTI 24V 4.4 Ah to 8.7AH,25/06/2019,
1,Belgium,25/07/2019,25/07/2019,,"Marketing Kit (Brochures, Roll up, Sweathsirt)",25/07/2019,Marketing Kit,25/07/2019,
1,Belgium,23/05/2019,23/05/2019,,Ahooga Folding Bike - Hybrid/Style+ - Jaw Drop Charcoal,23/05/2019,AH-FOL-HYB STYLE,23/05/2019,
1,Belgium,11/07/2019,11/07/2019,,chain KETTE KMC X8 EPT ANTIROST 116GL.MIT VERSCHLUSSGLIE,11/07/2019,0.334.063/5,11/07/2019,HARTJE
1,Germany,10/05/2019,10/05/2019,,BIKE SHIPPING DE,10/05/2019,SHIPPING DE,10/05/2019,DPD
1,Belgium,21/05/2019,21/05/2019,,"Front & Rear Carriers (incl pegs, cushion, stand) for Ahooga Modular B i k e",21/05/2019,AH-MOD-ACC-RACK-PACK-50kg,21/05/2019,
5,Belgium,11/07/2019,11/07/2019,,Ahooga 1 Spoke REAR E-Wheel LEFT,11/07/2019,A1-2004,11/07/2019,UBW
2,Belgium,17/07/2019,17/07/2019,,BIKE SHIPPING BE,17/07/2019,SHIPPING BE,17/07/2019,DPD
2,Netherlands,21/01/2019,21/01/2019,,BIKE SHIPPING NL,21/01/2019,SHIPPING NL,21/01/2019,DPD
1,Belgium,30/03/2019,30/03/2019,,Abus Lock Iven 8210/110,30/03/2019,303647,30/03/2019,AGU
,,,,['rec7NaX1rMHIatpyW'],,,Ahooga Modular Bike - Push - 8S (delivery Q2 2019),,
1,Belgium,10/05/2019,10/05/2019,,HYBRID CUSTOM COLOR -  Black Sunrise (6-10 weeks),10/05/2019,AH-FOL-COLOR CUSTOM  RAL 9007 GLOSSY,10/05/2019,
1,Belgium,08/06/2019,08/06/2019,,Double B i k e Stand for Modular B i k e,08/06/2019,AH-MOD-ACC-DOUBLE-STAND,08/06/2019,
1,Belgium,22/02/2019,22/02/2019,,Shopper Plus BLACK,22/02/2019,0300bs,22/02/2019,AGU
1,Belgium,29/04/2019,29/04/2019,,Ahooga Folding Bike - Hybrid/Essential - White Sunrise,29/04/2019,AH-FOL-HYB ESS,29/04/2019,
1,Belgium,31/05/2019,31/05/2019,,Custom color,31/05/2019,AH-POW-COL,31/05/2019,
,,,,['reczRdUaXPpO3qHNn'],,,Hiplok ORIGINAL - Superbright,,
1,Belgium,25/04/2019,25/04/2019,,Hybrid Battery 24V/4.4Ah,25/04/2019,AH-FOL-HYB-BAT-24V-4.4AH,25/04/2019,Greenway
1,Belgium,13/06/2019,13/06/2019,,VINCITA BACKPACK,13/06/2019,IAG-B164AH-BL,13/06/2019,
,,,,['recbxyoHNGqd8jD8L'],,,"Essential eBike caliper marathon 4,4Ah battery BLACK GLOSSY, white decal, black grip and saddle(for Belgium ONLY: BEBAT included)",,
1,Germany,04/06/2019,04/06/2019,,BIKE SHIPPING DE,04/06/2019,SHIPPING DE,04/06/2019,DPD
1,Belgium,23/05/2019,23/05/2019,,City Handlebar,23/05/2019,AH-MOD-CITY,23/05/2019,
1,Belgium,25/06/2019,25/06/2019,,MODULAR HAMAX OBSERVERS ADAPTOR,25/06/2019,0.326.675/6,25/06/2019,HARTJE
1,France,14/01/2019,14/01/2019,,Ahooga 1 Front Wheel DISC,14/01/2019,A1-2016 B,14/01/2019,
1,France,01/08/2019,01/08/2019,['recEgOcGmvMdqcoON'],BIKE SHIPPING FR,01/08/2019,SHIPPING FR,01/08/2019,DPD
,,,,['recyQrXWDnTPADifV'],,,Ahooga 1 Disc Calipers,,
1,Belgium,18/07/2019,18/07/2019,,Double B i k e Stand for Modular B i k e,18/07/2019,AH-MOD-ACC-DOUBLE-STAND,18/07/2019,
1,Belgium,11/02/2019,11/02/2019,,BEBAT Lights,11/02/2019,BEBAT2,11/02/2019,
1,Belgium,25/01/2019,25/01/2019,,FINN,25/01/2019,129426,25/01/2019,AGU
,,,,['rec9jIXiRiE4I9g5s'],,,Ahooga Modular Bike - 36V - 8S (4-8 weeks),,
,,,,['recJKYQGYkFq0p2Sv'],,,BIKE SHIPPING FINLAND,,
1,Belgium,16/01/2019,16/01/2019,,Housing Front Brake - 650 mm,16/01/2019,Housing Front Brake,16/01/2019,UBW ZRT
1,Luxembourg,30/04/2019,30/04/2019,,Ahooga Folding Bike - Hybrid/Comfort+ - Wall Mc Blue,30/04/2019,AH-FOL-HYB COMFORT,30/04/2019,
1,Belgium,16/05/2019,16/05/2019,,Klickfix Stem/Caddy,16/05/2019,414096,16/05/2019,AGU
1,France,05/04/2019,05/04/2019,,Small Goods Shipping,05/04/2019,SHIPPING SMALL PARCEL,05/04/2019,DPD
,,,,['recisdzXgZ5ws699o'],,,Ahooga Folding Bike - Power+ - OMG Silver (Currently 10-12 weeks)-sortie de ligne WK 38,,
1,Belgium,06/05/2019,06/05/2019,,Small Goods Shipping,06/05/2019,SHIPPING SMALL PARCEL,06/05/2019,DPD
1,Belgium,07/05/2019,07/05/2019,,Ahooga 1 Rim,07/05/2019,A1-2007,07/05/2019,UBW
1,Belgium,17/07/2019,17/07/2019,,BEBAT Main battery,17/07/2019,BEBAT1,17/07/2019,
1,Belgium,07/05/2019,07/05/2019,,PUSH CUSTOM COLOR -  Monk Edition,07/05/2019,AH-FOL-PUSH COLOR CUSTOM  MONK EDITION OCRE GLOSSY,07/05/2019,
,,,,['recn1CTK2tYIdWFUw'],,,Ahooga 1 Front Wheel - disc set up,,
1,Belgium,11/01/2019,11/01/2019,,Hybrid Battery 24V/7Ah UPGRADE,11/01/2019,AH-FOL-HYB-BAT-7Ah UPGRADE,11/01/2019,UBW ZRT
1,Belgium,10/01/2019,10/01/2019,,Finish Line 1-Step Cleaner & Lubricant - 8oz (235ml Aerosol),10/01/2019,FI254bis,10/01/2019,NOWCOMPANY
1,Belgium,17/04/2019,17/04/2019,,LOCATION 2 DAYS,17/04/2019,LOC2DAY,17/04/2019,Ahooga Sprl
1,Germany,16/01/2019,16/01/2019,,"Comfy saddle BROWN, Blinder Mini Niner",16/01/2019,COMFORT+ pack (2018) BROWN,16/01/2019,Ahooga Sprl
1,Belgium,10/07/2019,10/07/2019,,HYBRID CUSTOM COLOR  RAL TBC FINISH TBC (6-10 weeks),10/07/2019,AH-FOL-COLOR CUSTOM  RAL TBC FINSIH TBC,10/07/2019,
3,Belgium,17/07/2019,17/07/2019,,Ahooga 1 Spoke REAR E-Wheel RIGHT,17/07/2019,A1-2005,17/07/2019,UBW
7,Belgium,04/05/2019,04/05/2019,,Abus Lock Iven 8210/110,04/05/2019,303647,04/05/2019,AGU
1,Belgium,27/06/2019,27/06/2019,,Hybrid Battery 24V/7Ah UPGRADE,27/06/2019,AH-FOL-HYB-BAT-7Ah UPGRADE,27/06/2019,UBW ZRT
1,Belgium,17/07/2019,17/07/2019,,Small Goods Shipping,17/07/2019,SHIPPING SMALL PARCEL,17/07/2019,DPD
1,Belgium,23/07/2019,23/07/2019,,SmartHalo,23/07/2019,SmartHalo,23/07/2019,
1,Belgium,09/07/2019,09/07/2019,,Small Goods Shipping,09/07/2019,SHIPPING SMALL PARCEL,09/07/2019,DPD
,,,,['recmy4G23EyGGTGHa'],,,Ahooga Elec Display,,
1,Luxembourg,22/05/2019,22/05/2019,,HYBRID CUSTOM COLOR  - Jaw Drop Charcoal (6-10 weeks),22/05/2019,AH-FOL-COLOR CUSTOM  RAL 7016 MAT,22/05/2019,
,,,,['rec40ub29cxChYl7D'],,,Ahooga 1 Big Bumper NEW,,
1,Belgium,24/04/2019,24/04/2019,,Small Goods Shipping,24/04/2019,SHIPPING SMALL PARCEL,24/04/2019,DPD
1,Belgium,29/06/2019,29/06/2019,,Maintenance Pack : BASIC,29/06/2019,SAV Basic,29/06/2019,
-1,Belgium,16/02/2019,16/02/2019,,Schwalbe Kojak,16/02/2019,A1-2010,16/02/2019,UBW ZRT
,,,,['recSGPEKK9zxzGdxP'],,,"eBike caliper kojak 4.4Ah battery BLACK MAT, dark grey decal, Carbon saddle, MKS pedals, Ring-a-Bell(for Belgium ONLY: BEBAT included)",,
-1,Belgium,12/04/2019,12/04/2019,,BROWN COMFY Saddle,12/04/2019,A1-7006,12/04/2019,UBW
1,Belgium,05/03/2019,05/03/2019,,"Front & Rear Carriers (incl pegs, cushion, stand) for Ahooga Modular B i k e",05/03/2019,AH-MOD-ACC-RACK-PACK-50kg,05/03/2019,
1,Belgium,27/06/2019,27/06/2019,,Hybrid Battery 24V/7Ah UPGRADE,27/06/2019,AH-FOL-HYB-BAT-7Ah UPGRADE,27/06/2019,UBW ZRT
1,Belgium,27/06/2019,27/06/2019,,BEBAT Main battery,27/06/2019,BEBAT1,27/06/2019,
1,Belgium,03/07/2019,03/07/2019,,Ahooga Folding Bike - Hybrid/Style+ - Jaw Drop Charcoal,03/07/2019,AH-FOL-HYB STYLE,03/07/2019,
1,Belgium,25/03/2019,25/03/2019,,Ahooga Modular Bike - 36V - 8S (4-8 weeks),25/03/2019,AH-MOD-36V-8S,25/03/2019,
1,France,03/06/2019,03/06/2019,,Ahooga Folding Bike - Push/Light+ - All Black,03/06/2019,AH-FOL-PUSH LIGHT,03/06/2019,
1,Belgium,01/03/2019,01/03/2019,,Replacement REAR inner tire,01/03/2019,SAV REAR INNER TIRE,01/03/2019,
1,Belgium,24/05/2019,24/05/2019,,"Front & Rear Carriers (incl pegs, cushion, stand) for Ahooga Modular B i k e",24/05/2019,AH-MOD-ACC-RACK-PACK-50kg,24/05/2019,
2,Belgium,03/06/2019,03/06/2019,,BEBAT Lights,03/06/2019,BEBAT2,03/06/2019,
1,Belgium,26/03/2019,26/03/2019,,Maintenance Pack : BASIC,26/03/2019,SAV Basic,26/03/2019,
1,Belgium,17/07/2019,17/07/2019,,BEBAT Main battery,17/07/2019,BEBAT1,17/07/2019,
,,,,['recY0BLdblJhJ7h0H'],,,Ahooga 1 Rim,,
1,Belgium,10/04/2019,10/04/2019,,Small Goods Shipping,10/04/2019,SHIPPING SMALL PARCEL,10/04/2019,DPD
1,Belgium,16/04/2019,16/04/2019,,HYBRID CUSTOM COLOR  RAL TBC FINISH TBC (6-10 weeks),16/04/2019,AH-FOL-COLOR CUSTOM  RAL TBC FINSIH TBC,16/04/2019,
1,Belgium,01/08/2019,01/08/2019,,BIKE SHIPPING BE,01/08/2019,SHIPPING BE,01/08/2019,DPD
,,,,['reckXn9O4CA9hoBiD'],,,VINCITA GREY Bag,,
,,,,['recOjGZaDbMa4ba5O'],,,"Brown Comfy Saddle, Blinder Mini Niner",,
1,Belgium,23/03/2019,23/03/2019,,Ahooga Folding Bike - Hybrid/Comfort+ - Wall Mc Blue,23/03/2019,AH-FOL-HYB COMFORT,23/03/2019,
2,Germany,28/01/2019,28/01/2019,,Klickfix Stem/Caddy,28/01/2019,414096,28/01/2019,AGU
1,Belgium,17/01/2019,17/01/2019,,Klickfix Stem/Caddy,17/01/2019,414096,17/01/2019,AGU
1,Belgium,27/07/2019,27/07/2019,,BLACK COMFY Saddle,27/07/2019,A1-7007,27/07/2019,UBW
1,Belgium,13/06/2019,13/06/2019,,Klickfix Stem/Caddy,13/06/2019,414096,13/06/2019,AGU
1,Belgium,30/07/2019,30/07/2019,,ABUS Bordo Ugrip 5700/80,30/07/2019,303737,30/07/2019,AGU
1,Belgium,30/07/2019,30/07/2019,,chain KETTE KMC X8 EPT ANTIROST 116GL.MIT VERSCHLUSSGLIE,30/07/2019,0.334.063/5,30/07/2019,HARTJE
,,,,['recec1RpuXpUqIEtb'],,,Ahooga Folding Bike - Hybrid/Comfort+ - OMG silver (end of winter - stock),,
1,Belgium,15/02/2019,15/02/2019,,Schwalbe Marathon Plus,15/02/2019,A1-2011,15/02/2019,UBW
1,Belgium,11/04/2019,11/04/2019,,Schwalbe Marathon Plus,11/04/2019,A1-2011,11/04/2019,UBW
1,Belgium,21/03/2019,21/03/2019,,Ahooga Folding Bike - Hybrid/Essential - White Sunrise,21/03/2019,AH-FOL-HYB ESS,21/03/2019,
1,France,04/04/2019,04/04/2019,,Small Goods Shipping,04/04/2019,SHIPPING SMALL PARCEL,04/04/2019,DPD
1,Belgium,01/06/2019,01/06/2019,,Modular - rear carrier + stand,01/06/2019,AH-MOD-ACC-HALF-RACK,01/06/2019,
1,Belgium,11/05/2019,11/05/2019,,Ahooga Folding Bike - Power+ - OMG Silver (Currently 10-12 weeks),11/05/2019,AH-FOL-POW,11/05/2019,
1,France,15/03/2019,15/03/2019,,Small Goods Shipping,15/03/2019,SHIPPING SMALL PARCEL,15/03/2019,DPD
1,Belgium,07/06/2019,07/06/2019,,VINCITA BLACK Bag,07/06/2019,IAG-B207AH-BL-REV1,07/06/2019,
,,,,['recyhzd8Wo62WAWRd'],,,"eBike caliper marathon+ 4,4Ah batteryCUSTOM RAL 3024 glossy, decal TBC, grip and saddle TBC",,
1,Belgium,09/03/2019,09/03/2019,,Finish Line 1-Step Cleaner & Lubricant - 8oz (235ml Aerosol),09/03/2019,FI254bis,09/03/2019,NOWCOMPANY
1,Belgium,25/07/2019,25/07/2019,,Ahooga Folding Bike - Push/Style+ - Jaw Drop Charcoal,25/07/2019,AH-FOL-PUSH STYLE,25/07/2019,
1,Belgium,26/03/2019,26/03/2019,,HYBRID CUSTOM COLOR -  Vintage Green (6-10 weeks),26/03/2019,AH-FOL-COLOR CUSTOM  RAL 6021 GLOSSY,26/03/2019,
1,Belgium,16/02/2019,16/02/2019,,Hybrid Battery 24V/7Ah UPGRADE,16/02/2019,AH-FOL-HYB-BAT-7Ah UPGRADE,16/02/2019,UBW ZRT
1,Belgium,01/07/2019,01/07/2019,,"Front & Rear Carriers (incl pegs, cushion, stand) for Ahooga Modular B i k e",01/07/2019,AH-MOD-ACC-RACK-PACK-50kg,01/07/2019,
,,,,['recuPGKkaNEueR3FJ'],,,Ahooga Modular Bike - 36V - 8S (delivery Q2 2019) - RSIER 70,,
1,Belgium,29/01/2019,29/01/2019,,Abus Lock Iven 8210/110,29/01/2019,303647,29/01/2019,AGU
1,Belgium,22/05/2019,22/05/2019,,Abus Lock Iven 8210/110,22/05/2019,303647,22/05/2019,AGU
,,,,,,,Comfy saddle BLACK  !!! Brown grips!!!!!,,
1,Belgium,13/07/2019,13/07/2019,,Riser handlebar 70mm,13/07/2019,AH-MOD-ACC-RIS70,13/07/2019,
1,Belgium,26/03/2019,26/03/2019,,Tyke Toter Child Seat,26/03/2019,TYKETOTER,26/03/2019,Ahooga Sprl
1,Belgium,17/01/2019,17/01/2019,,"Push Bike caliper marathon+ VINTAGE GREEN GLOSSY, white decal, brown grip and saddle",17/01/2019,Push B-C-M+ VINT GREEN,17/01/2019,Ahooga Sprl
,,,,['recDgrr6hQcznDROw'],,,Ahooga Folding Bike - Push/Style+ - Jaw Drop Charcoal,,
1,Belgium,19/03/2019,19/03/2019,,Ahooga 1 Brake Cable Rear - 2000 mm,19/03/2019,A1-3006,19/03/2019,UBW ZRT
1,Belgium,02/02/2019,02/02/2019,,Twist & Lock,02/02/2019,AH-FOL-TWISTANDLOCK,02/02/2019,UBW ZRT
,,,,['recoW6jfXXjVlbyBV'],,,Ahooga Folding Bike - Hybrid/Comfort+ - White Sunrise,,
1,United Kingdom,18/06/2019,18/06/2019,,SHIPPING BIKE UK,18/06/2019,SHIPPING UK,18/06/2019,
1,Belgium,17/07/2019,17/07/2019,,"Marketing Kit (Brochures, Roll up, Sweathsirt)",17/07/2019,Marketing Kit,17/07/2019,
1,Belgium,31/07/2019,31/07/2019,,Maintenance Pack: BASIC+,31/07/2019,SAV Basic+,31/07/2019,
1,Belgium,11/07/2019,11/07/2019,,BEBAT Main battery,11/07/2019,BEBAT1,11/07/2019,
,,,,['recsXLrdMBnCmsfPH'],,,Vario Rack,,
1,Belgium,15/01/2019,15/01/2019,,BEBAT Lights,15/01/2019,BEBAT2,15/01/2019,
,,,,['recEWXEvSev0dqpS7'],,,Custom Color (6-10 weeks) RAL 5018,,
1,Belgium,16/02/2019,16/02/2019,,Transport Cover,16/02/2019,TRANSPORT COVER,16/02/2019,RADICAL DESIGN
1,Belgium,04/05/2019,04/05/2019,,Ahooga Folding Bike - Power+ - OMG Silver (Currently 10-12 weeks),04/05/2019,AH-FOL-POW,04/05/2019,
,,,,['rec1rknAxInl1lbAo'],,,Ahooga Folding Bike - Power+ - Black grip (delivery Q1 2019),,
1,Belgium,19/01/2019,19/01/2019,,Rear Carrier for Ahooga Folding B i k e,19/01/2019,AH-POW-ACC-CARRIER,19/01/2019,
1,Belgium,26/04/2019,26/04/2019,,Ahooga Folding Bike - Hybrid/Comfort+ - Wall Mc Blue,26/04/2019,AH-FOL-HYB COMFORT,26/04/2019,
1,Belgium,06/05/2019,06/05/2019,,BEBAT Main battery,06/05/2019,BEBAT1,06/05/2019,
1,Belgium,18/07/2019,18/07/2019,,MIK Adapter Plate,18/07/2019,AH-MOD-ACC-0.738.089/2,18/07/2019,HARTJE
1,Belgium,11/07/2019,11/07/2019,,Maintenance Pack : BASIC,11/07/2019,SAV Basic,11/07/2019,
1,Belgium,23/01/2019,23/01/2019,,Ahooga Folding Bike - Push/Comfort+ - Wall Mc Blue,23/01/2019,AH-FOL-PUSH COMFORT,23/01/2019,
,,,,['recD4HrMkZCdlSQdR'],,,HELMET SCRAPER ABUS GREY L,,
1,Belgium,08/02/2019,08/02/2019,,Ahooga Folding Bike - Hybrid/Comfort+ - Wall Mc Blue,08/02/2019,AH-FOL-HYB COMFORT,08/02/2019,
,,,,['recsQIA60wMhGSwS5'],,,Ahooga 1 Elec Display + Zipper,,
1,Belgium,05/06/2019,05/06/2019,,Tyke Toter Child Seat,05/06/2019,TYKETOTER,05/06/2019,Ahooga Sprl
1,Belgium,24/04/2019,24/04/2019,,Klickfix Stem/Caddy,24/04/2019,414096,24/04/2019,AGU
1,Belgium,25/04/2019,25/04/2019,,Small Goods Shipping,25/04/2019,SHIPPING SMALL PARCEL,25/04/2019,DPD
1,Belgium,06/06/2019,06/06/2019,,Schwalbe Marathon Plus,06/06/2019,A1-2011,06/06/2019,UBW
1,Belgium,08/02/2019,08/02/2019,,Finish Line Cleaner and Lubricant,08/02/2019,FI254,08/02/2019,HARTJE
1,Belgium,16/01/2019,16/01/2019,,Ahooga Folding Bike - Push/Essential - White Sunrise,16/01/2019,AH-FOL-PUSH ESS,16/01/2019,
1,Belgium,02/08/2019,02/08/2019,,BIKE SHIPPING BE,02/08/2019,SHIPPING BE,02/08/2019,DPD
1,Belgium,03/05/2019,03/05/2019,,ABUS Bordo Ugrip 5700/80,03/05/2019,303737,03/05/2019,AGU
-1,Belgium,03/05/2019,03/05/2019,,BROWN SPORTY Saddle,03/05/2019,A1-7008,03/05/2019,UBW
1,Belgium,14/06/2019,14/06/2019,,Ahooga Modular Bike - 36V - 8S (4-8 weeks),14/06/2019,AH-MOD-36V-8S,14/06/2019,
1,Belgium,26/03/2019,26/03/2019,,BIKE SHIPPING BE,26/03/2019,SHIPPING BE,26/03/2019,DPD
1,Belgium,24/07/2019,24/07/2019,,BIKE SHIPPING BE,24/07/2019,SHIPPING BE,24/07/2019,DPD
1,France,18/03/2019,18/03/2019,,Disc rotor 140 mm,18/03/2019,0.717.666/2,18/03/2019,HARTJE
1,Belgium,15/05/2019,15/05/2019,,Labor,15/05/2019,SER-LAB,15/05/2019,Ahooga Sprl
1,Belgium,18/01/2019,18/01/2019,,Selle Royale Scientia M2,18/01/2019,Scientia M2,18/01/2019,SELLE ROYAL
,,,,['reci9d80FD57SPnaj'],,,"eBike caliper marathon+ 4,4Ah batteryCHROME GLOSSY, dark grey decal, black grips and saddle(for Belgium ONLY: BEBAT included)",,
1,Belgium,11/01/2019,11/01/2019,,Maintenance Pack: BASIC+,11/01/2019,SAV Basic+,11/01/2019,
1,Belgium,13/03/2019,13/03/2019,,Ahooga Folding Bike - Hybrid/Comfort+ - Wall Mc Blue,13/03/2019,AH-FOL-HYB COMFORT,13/03/2019,
1,Belgium,21/05/2019,21/05/2019,,Custom color,21/05/2019,AH-POW-COL,21/05/2019,
,,,,['rec97SWh20oKXijgd'],,,Ahooga Folding Bike - Hybrid/Comfort+ - Wall Mc Blue - grip and saddle brown,,
1,Belgium,09/04/2019,09/04/2019,,ABUS Bordo Ugrip 5700/80,09/04/2019,303737,09/04/2019,AGU
1,Belgium,20/03/2019,20/03/2019,,Modular Heads UP,20/03/2019,AH-MOD-ACC-HEADS UP,20/03/2019,BLB
1,Germany,25/06/2019,25/06/2019,,Ahooga Folding Bike - Power+ - OMG Silver (Currently 10-12 weeks),25/06/2019,AH-FOL-POW,25/06/2019,
1,Belgium,04/06/2019,04/06/2019,,"Front & Rear Carriers (incl pegs, cushion, stand) for Ahooga Modular B i k e",04/06/2019,AH-MOD-ACC-RACK-PACK-50kg,04/06/2019,
1,Belgium,21/05/2019,21/05/2019,,Klickfix Stem/Caddy,21/05/2019,414096,21/05/2019,AGU
1,France,04/03/2019,04/03/2019,,VINCITA BLACK Bag,04/03/2019,IAG-B207AH-BL-REV1,04/03/2019,
1,Belgium,26/02/2019,26/02/2019,,Small Goods Shipping,26/02/2019,SHIPPING SMALL PARCEL,26/02/2019,DPD
1,Belgium,07/05/2019,07/05/2019,,Schwalbe Marathon Plus,07/05/2019,A1-2011,07/05/2019,UBW
1,Belgium,07/02/2019,07/02/2019,,BIKE SHIPPING BE,07/02/2019,SHIPPING BE,07/02/2019,DPD
,,,,['rece3kBUTnbxfiK9A'],,,CUSTOM MONK Limited edition,,
,,,,['receaaS1MEaM5oeYI'],,,Ahooga 1 Promax Caliper Front (no pads),,
1,Belgium,16/05/2019,16/05/2019,,BEBAT Lights,16/05/2019,BEBAT2,16/05/2019,
1,Belgium,04/06/2019,04/06/2019,,Ahooga 1 Elec Display,04/06/2019,A1-4002,04/06/2019,UBW ZRT
1,Netherlands,02/04/2019,02/04/2019,['rec95jOtnTLnyjAZq'],BIKE SHIPPING NL,02/04/2019,SHIPPING NL,02/04/2019,DPD
,,,,['recpynk9dQyUcKezd'],,,24V/4.4Ah OCCASION,,
1,France,07/02/2019,07/02/2019,,bull horn handle bar including tapes and caps,07/02/2019,16025100,07/02/2019,
1,Belgium,19/07/2019,19/07/2019,,Shopper Plus BLACK,19/07/2019,0300bs,19/07/2019,AGU
5,Belgium,03/04/2019,03/04/2019,,Ahooga 1 Folding Stem Spring,03/04/2019,A1-6002,03/04/2019,UBW
1,Belgium,22/07/2019,22/07/2019,,Twist & Lock,22/07/2019,AH-FOL-TWISTANDLOCK,22/07/2019,UBW ZRT
1,Belgium,05/06/2019,05/06/2019,,Folding B i k e Disc Brakes Option (6-10 weeks),05/06/2019,AH-FOL-DISC BRAKE,05/06/2019,
4,Belgium,04/06/2019,04/06/2019,,BEBAT Main battery,04/06/2019,BEBAT1,04/06/2019,
1,Belgium,20/02/2019,20/02/2019,,FINN,20/02/2019,129426,20/02/2019,AGU
1,Belgium,22/06/2019,22/06/2019,,Maintenance Pack : BASIC,22/06/2019,SAV Basic,22/06/2019,
1,Belgium,28/06/2019,28/06/2019,,Carrying Handle Farher,28/06/2019,640757,28/06/2019,FAHRER
,,,,['recE25NEjXcIlCk9G'],,,Custom Color (6-10 weeks) : white sunrise,,
1,Switzerland,17/06/2019,17/06/2019,,Ahooga Battery Charger,17/06/2019,A1-4006,17/06/2019,UBW
1,Belgium,25/06/2019,25/06/2019,,Ahooga Folding Bike - Power+ - OMG Silver (Currently 10-12 weeks),25/06/2019,AH-FOL-POW,25/06/2019,
3,Belgium,14/03/2019,14/03/2019,,BEBAT Main battery,14/03/2019,BEBAT1,14/03/2019,
1,Belgium,30/03/2019,30/03/2019,,Knog Plus Twinpack,30/03/2019,KN420,30/03/2019,NOWCOMPANY
1,Belgium,28/03/2019,28/03/2019,,BIKE SHIPPING BE,28/03/2019,SHIPPING BE,28/03/2019,DPD
,,,,['recCF0PD3WxshNFPl'],,,Remise pour l&#039;achat de 2 ebikes,,
4,Belgium,19/03/2019,19/03/2019,,Labor,19/03/2019,SER-LAB,19/03/2019,Ahooga Sprl
1,Germany,16/05/2019,16/05/2019,,Custom color,16/05/2019,AH-POW-COL,16/05/2019,
1,Belgium,16/01/2019,16/01/2019,,HYBRID CUSTOM COLOR  - Wow Copper (6-10 weeks),16/01/2019,AH-FOL-COLOR CUSTOM  RAL 8029 MAT,16/01/2019,
1,Belgium,26/02/2019,26/02/2019,,Ahooga 1 Battery Holder,26/02/2019,A1-4005,26/02/2019,UBW ZRT
,,,,['recSKPbdY9ctjHqVT'],,,Ahooga Folding Bike - Hybrid/Essential - (Couleur au choix en fonction du stock disponible),,
1,Belgium,24/07/2019,24/07/2019,,BIKE SHIPPING BE,24/07/2019,SHIPPING BE,24/07/2019,DPD
1,Belgium,12/06/2019,12/06/2019,,Front Rack for Ahooga Modular B i k e,12/06/2019,AH-MOD-ACC-FRONT-RACK,12/06/2019,
,,,,['recWUE8KfIWBSHlrH'],,,Ahooga Modular Bike - 36V - 3S (10 days),,
1,Belgium,04/06/2019,04/06/2019,,BIKE SHIPPING BE,04/06/2019,SHIPPING BE,04/06/2019,DPD
,,,,['recVl9itXUJs2UMEr'],,,Handelbar City,,
1,Belgium,28/01/2019,28/01/2019,,BIKE SHIPPING BE,28/01/2019,SHIPPING BE,28/01/2019,DPD
1,Belgium,26/04/2019,26/04/2019,,Abus Lock Iven 8210/110,26/04/2019,303647,26/04/2019,AGU
,,,,['recL2gRiMF8lGzAsu'],,,Twist &amp; Lock (spare part),,
1,Belgium,26/06/2019,26/06/2019,,Ahooga Folding Bike - Power+ - OMG Silver (Currently 10-12 weeks),26/06/2019,AH-FOL-POW,26/06/2019,
1,Belgium,17/05/2019,17/05/2019,,Ahooga Folding Bike - Hybrid/Comfort+ - Wall Mc Blue,17/05/2019,AH-FOL-HYB COMFORT,17/05/2019,
14,Belgium,25/04/2019,25/04/2019,,Ahooga 1 Spoke REAR Wheel RIGHT,25/04/2019,A1-2003,25/04/2019,UBW
,,,,['recXHPQFKClZ6mUmu'],,,SHIPPING BIKE IT,,
,,,,['recJ3OmwIl1QWuBCQ'],,,Ahooga Folding Bike - Push/Light+ - All Black,,
1,Belgium,27/07/2019,27/07/2019,,Vario Rack,27/07/2019,414071,27/07/2019,AGU
1,Germany,03/06/2019,03/06/2019,,Upgrade Marathon Plus,03/06/2019,AH-FOL-OPT-MAR+,03/06/2019,
1,France,10/05/2019,10/05/2019,,Hybrid Battery 24V/7Ah UPGRADE,10/05/2019,AH-FOL-HYB-BAT-7Ah UPGRADE,10/05/2019,UBW ZRT
1,Hong Kong,01/08/2019,01/08/2019,['reczO6GKIIWY6k2sj'],Transport Cover,01/08/2019,TRANSPORT COVER,01/08/2019,RADICAL DESIGN
,,,,['recq515DInbPOnuKp'],,,Custom Color offerte : cliente fidèle : RAL 5026 glossy,,
1,France,27/06/2019,27/06/2019,,Ahooga Modular Bike - 36V - 3S (10 weeks),27/06/2019,AH-MOD-36V-3S,27/06/2019,
3,Belgium,27/06/2019,27/06/2019,,Hybrid Battery 24V/7Ah UPGRADE,27/06/2019,AH-FOL-HYB-BAT-7Ah UPGRADE,27/06/2019,UBW ZRT
